exporter,importer,quarter,trade_value_eur,months_observed,monthly_periods,source_identifiers,source_release_dates,retrieved_at,is_complete_quarter,trade_log1p
CYP,LTU,2010Q1,566143.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,13.246603741787943
CYP,LUX,2010Q1,48033.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,10.77966437247371
CYP,LVA,2010Q1,114550.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,11.648775417655846
CYP,MLT,2010Q1,1106912.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,13.917085617816449
CYP,NLD,2010Q1,3889364.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.173756463195131
CZE,AUT,2010Q1,1030757505.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.753559811600926
CZE,BEL,2010Q1,649127968.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.29114043396771
CZE,BGR,2010Q1,90950115.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.32582173835365
CZE,CYP,2010Q1,17377239.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.67067186196886
CZE,DEU,2010Q1,7361837152.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,22.71957535171836
CZE,DNK,2010Q1,173570277.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.972093135855054
CZE,EST,2010Q1,24546426.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.016076861898004
CZE,FIN,2010Q1,127584840.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.664292120877136
CZE,FRA,2010Q1,1277629942.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.9682725915034
CZE,GRC,2010Q1,83315024.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.23813946302083
CZE,HRV,2010Q1,59841142.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.907203992383906
CZE,HUN,2010Q1,512531026.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.05487180763214
CZE,IRL,2010Q1,52191982.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.770439458682407
CZE,ITA,2010Q1,1138421276.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.852908294832297
CZE,LTU,2010Q1,55321653.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.82867496308466
CZE,LUX,2010Q1,31029170.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.250438319986472
CZE,LVA,2010Q1,26219195.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.082002372214127
CZE,MLT,2010Q1,3240585.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,14.991264735612086
CZE,NLD,2010Q1,864630718.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.57781305929137
DEU,AUT,2010Q1,12116275995.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,23.217815509317123
DEU,BEL,2010Q1,11251202071.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,23.14374081073314
DEU,BGR,2010Q1,466520693.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.96081293739641
DEU,CYP,2010Q1,166761894.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.932077574548668
DEU,CZE,2010Q1,5954407005.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,22.50739745561818
DEU,DNK,2010Q1,3263355777.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,21.906021882631592
DEU,EST,2010Q1,245932419.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.320567340708283
DEU,FIN,2010Q1,1763857630.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,21.290769083224053
DEU,FRA,2010Q1,21808886664.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,23.805583368860216
DEU,GRC,2010Q1,1467304510.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,21.106692888527224
DEU,HRV,2010Q1,474663885.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.97811750310486
DEU,HUN,2010Q1,3338238597.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,21.928709138960468
DEU,IRL,2010Q1,1045395620.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.76766123540708
DEU,ITA,2010Q1,13847901760.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,23.351399560702145
DEU,LTU,2010Q1,330581995.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.616365283308085
DEU,LUX,2010Q1,1298849947.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.984745054490777
DEU,LVA,2010Q1,205900994.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.142906004429275
DEU,MLT,2010Q1,69128605.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.051479182811434
DEU,NLD,2010Q1,14852162376.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,23.421411306207137
DNK,AUT,2010Q1,126506892.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.655807354765894
DNK,BEL,2010Q1,268995981.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.410207000651585
DNK,BGR,2010Q1,18783035.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.748464680020458
DNK,CYP,2010Q1,12832577.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.367497651714896
DNK,CZE,2010Q1,159656799.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.888537069390566
DNK,DEU,2010Q1,2850810962.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,21.7708693391718
DNK,EST,2010Q1,34872354.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.367204952935726
DNK,FIN,2010Q1,439752907.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.901723554408285
DNK,FRA,2010Q1,791686424.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.4896759433482
DNK,GRC,2010Q1,113132619.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.544071316831864
DNK,HRV,2010Q1,18627399.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.740144172988686
DNK,HUN,2010Q1,97307613.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.39338779692095
DNK,IRL,2010Q1,217488012.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.197654294330576
DNK,ITA,2010Q1,529484072.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.08741364323323
DNK,LTU,2010Q1,55201235.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.82649590230099
DNK,LUX,2010Q1,10476010.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.16459853462828
DNK,LVA,2010Q1,38597081.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.468687235722626
DNK,MLT,2010Q1,10938501.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.20779941688051
DNK,NLD,2010Q1,794078220.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.492692529472464
EST,AUT,2010Q1,6911801.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.748740943222396
EST,BEL,2010Q1,26165484.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.079951733829148
EST,BGR,2010Q1,966920.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,13.781872075131226
EST,CYP,2010Q1,2615537.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,14.77698037045805
EST,CZE,2010Q1,7386979.0,3,2010-01|2010-02|2010-03,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.81522954904816
